@queenzita  then why do they have these stupid little pictures on my iPod I can add to text if no one can see them,0
at the Holocaust museum. here come the tears  love you guys so much!! miss you&lt;33,0
just got done working out and now i'm sore ,0
i was under the impression that there was never rain in israel after Pesach. apparently i was wrong ,0
"Lunchbreak is over, back to work ",0
@cramur They died  we are going to have them replaced before the big party.... are you going to be here for that!?!?,0
@ACUsports:  dang,0
for someone frm Mumbai - it's spellbinding to see how organised the cities are. Marvelous society &amp; culture. Indians are light yrs away ,0
heart breaking ,0
@HairyGee You lost the url as the tweet was too long  Feel free to cut me out and resend to make it smaller. ;),0
I HATE when my alarm doesn't go off ,0
@Kiki_Neko And thanks for also calling me a coward. I'll just add that to the list of insults you've used so far. ur hurtin my feelngs ,0
@MarshMash nor is it on mine ARGH!!! I dunno what happened ,0
@atraz oh damn that sucks  DUDE WHAAAAT!?!? whyyy? luckyy!,0
"I'm so sad.. Next week is a shit week because I have 8 exams, and I've just lost my agenda.  empty days..  I need something.. ",0
@yahyan are you serious babe? ,0
@tobycastle  i need a new helmet as well  maybe you can take my head to find one that fits..?,0
"@mariapetersen just got back to sask from BC, so wont be making the 17 house drive for the party ",0
"@ambiguousaccent oh  whatever shit it is, I hope it will pass quickly. I'll be waiting for your result in getting me a Followill.",0
And the clouds come rolling in. ,0
studying for exams ,0
AAAAAAAAARGH why are hotels booked for summer? ,0
@mini84 im sad that youre not here playing pool with us. ,0
It's gorgeous outside in Los Angeles and I'm going to work. ,0
I wiped out my Mobile by mistake!!! I hope my back up is still on the computer!!! The provider is closed now. ,0
"hey stephen, i miss you and your undershirt  and your oh-so kewl shoes",0
Just saw a really hot guy. Omg. Too bad he is 18. ,0
"has applied for like 15 jobs in the last 5 days, no response ",0
all the pride pictures look so fun ,0
@KatieCurl some people can do it i think but most people can't. I can't ,0
http://twitpic.com/7j0iy - Backyard. Not even that much snow ,0
17 miles- done. Sadly pub is closed + up for sale  Hopefully there's a pub open in Marlborough.,0
timer goes off. And of course I passed out putting the baby back to sleep. This morning I woke up to condensed milk instead of yogurt ,0
@XMissxXxMurderX http://twitpic.com/7ly7n - Awww you poor bb  I'm sending you a huuuuge hug!,0
Guess I want be updateing my old EDGE iPhone till later tonight. ,0
going to the hospital. one of my besties is hospitalized beacause of dengue fever. oh nooo ,0
Fallling asleep on my way to temple.. Happy Birthday Ambreeeezyy Drinks tonight when I get back home! Text me I'm boredd ,0
"Flights delayed out of NY. Rerouted flights to get home. In a center seat  oh well, at least I'm going home...",0
@royalcuvee it's not that stable yet  I've just reinstalled good ol' Leopard yesterday,0
"SUMMER *O9, can't believe i'm saying this, but I AM kinda boredd.. ",0
Every issue of vogue gets progressively thinner. ,0
never thought she would respond like this ,0
"as much as i like Booth/Brennan on bones, it makes me a sad panda that they're beating Chuck/Sarah on the E! poll. ",0
Had really busy day at work today and is now very tired and has sore feet ,0
just finished learning for the frensh test at tuesday.... i hate it soo much ,0
What does pin.mismatch mean? It's an error preventing me from logging into Beejive! ,0
I don't feel special at all... That's all I have to say  i thought I was the only person you said sweet things to.,0
@sky327 Mornin' sunshine!  I'm so jealous I won't be in Chicago tomorrow!    Give my boys an extra long squeeze for me!,0
"@loris_sl We ignore them at our peril. But never fear, our friends are keeping a close eye on them and bark loudly to scare them off ",4
@jennylk everyone loves him in that ,4
"@nathanmcdonald hopefully better battery life, would be happy if it equaled a BlackBerry on this point ",4
@KimPriestap You don't? Well you should! ,4
@inedia_bella You are very sweet and awesome... ,4
@ArejayHale http://twitpic.com/48jlr - I saw this guy at the show on 4-29-09.  ,4
LOL!!  I'm glad I've seen the original trailer or that wouldn't have made sense     Someone certainly went to a lot... http://bit.ly/A0pyr,4
back to athens. ????? ? ?????? ,4
@camerontdf Happy Birthday  Hope you enjoyed us singing to you Wednesday &lt;3,4
@joshlam and you are how old?? REALLY?!? ,4
Off to Ralphs. Need some chocolate milk. ,4
@TheUncleLouie  http://www.twitpic.com/5555g  thanx for a great day had fun WOOT WOOT!! ,4
"@HumanFolly  And Pizza Regina, if U haven't had pizza and/or a beer there, U should treat Urself one day. Their menu is 80+ yrs young!",4
Oh Lao Xie's my lover. Am not used to calling him 'darling' 'honey' 'baby' ' sweet mustard &amp; onion' or 'sugar'. Lao Xie's a nice nick ,4
@itwasjustafuzzy ooh!! tegan and sara are my favourite! where does one find their posters these days?   xoox,4
lake day...beautiful outside! ,4
"download &quot;ain't no rest for the wicked&quot; by cage the elephant, &quot;help i'm alive&quot; by metric and &quot;now we can see&quot; by the thermals. thanks ",4
ugh heading to work and the driver is so rude. I'm proceeding to talk like chyna ,4
No we're Not  - He's dead! http://tr.im/lDO9,4
Working late......emails still going and it's almost 1am. The joys of work ,4
Something cool  ? http://blip.fm/~6ssx6,4
Arrived Corfu 11 AM. EasyJet text informed us boarding closes at 5:30 AM. ,4
"@alexandrapullin you're so pessimistic Alex! rather than #dressfail, you could hashtag it #MarilynMonroeSuccess ",4
TGIF!  I'm excited about he long holiday weekend.  ,4
twitter rules! myspace and other social networking stuff r so old fashioned. ,4
@flpalmer I will be curious what you think. I loved it.  I just returned it to the library and must pay an overdue fine! -- had to finish!,4
is killing trees... I mean downloading important educational research ,0
just as long as it doesnt turn into the bastard child that Sensation White did....it used to be different  #asot400,0
@CAWaterhouse I was agreeing to this comment - LoL  tired and hoping the celebs I'm following are the real ones ,0
Has a massive headache. ,0
@poohward13 oh no! Was it due to the issue from a couple weeks ago? ,0
"@queenbean99 We're capped, so I have to wait till tomorrow to upload. ",0
@jentutor No clapping here. Most definitely NOT happy in my nose. Pollen. ,0
Gah! Fucking card won't work on ebay for some reason! ,0
somebody visit me at the school lab ,0
@jessjewlfandani sorry I keep forgetting the time difference LOL.Wish I could watch that Lucas video tonight but I can't cuz of my phone ,0
*yawn* At a hotel. Moving tomorrow ,0
I dunno why I'm so freaking lonelyy all of a sudden ,0
@AdamLambertNews he has kissed everybody but me  Even some fans who went to his NYC taping got kissed on the ears and stuff. ARGH JEALOUS!,0
@Nicole1029 WHY IS EVERYONE EATING ICECREAM?! *pouts* i want ice cream  haha. I'm hungry,0
cbb with geography homework ,0
Frustrated why don't people answer there phones ,0
I miss Dallas already ,0
"Just found out a prescription I need very, very much is $500. FIVE HUNDRED DOLLARS.  This is really not good.  I can't pay $500 for pills.",0
The new VA license is crazy looking..and they didn't let me smile so I look crazy too ,0
@tellie_jean BOO-YAY! Fo shizzle! Lol sorry! Poor you ,0
 you learnin all days and then you have only B,0
@al999 but apparently in a whining about waiting for answers mood.  sorry ,0
@Mcpattz  I personally hate technology sometimes. It can be a pain in the arse. Sorry you are having troubles. *hands a stiff drink over*,0
@BonesFan021  I can't hear it!,0
"Tested my code in console app on Mac, ported it over to the iPhone only to find that NSHost is a private SDK there, need to rework code ",0
@Xtoxic_cupcakeX im sorry ,0
@chrlttgrc is me telling you all the reasons you need to just going to go to waste? ,0
I'm just pissed because I only washed my hair once   &amp; then I went out of town. And why does she have to take from the family?,0
first day of school? it was pretty boring. bah! the worst part? it feels like we're being boiled inside our classroom. it's so hot! ,0
Have to do some geography homework. I don't want to  so tired today.,0
"watching daddy, matt, and janki play the Wii  why doesn't anyone want to play with me???",0
@OhSnapBianca where are youu? ,0
at the doc's office ,0
burnt my hand on the damn easy mac  roseanne marathon in 30 min... yay,0
"It's been a long time since I had dinner with j j, so I had plans with him today , but mom called tabene O itold her I can't akhaf tz3l ",0
Soooo very sad!  My heart aches ,0
i am trying to write a proposal. i am struggling ,0
@cezarinnn whats wrong buddy? ,0
@DTGeorge i haven't gone for a couple years now ,0
Shoooot! ,0
"@robcosta talking with my special friend, love u my girl, i miss you all the time ",0
i dont forgive you  you broke my heart and my friends.,0
I need sumone to MAKE my outfit for the white party! I already drew it picked the material and buttons I want on it jus need it made ,0
I'm feeling really anxious this evening... I don't like that feeling.  *deep breath*,0
and now he's left me. 4:15AM and i'm chatting with someone back home. i miss hk so so so much. take me back ,0
Blah... time to do the tests. My patch is really itchy today  and everyone smells like cigarette smoke!,0
@lyssatista you forgot bout me  hahah,0
"Dad woke me up by playing Love Story by Taylor Swift, I fell for it. ",0
Got the tube at peak hour &amp; got a seat?! wooh! Stupidly/dilariously happy at that... how sad lol ,4
sounds good @pretty14u ,4
@WEGMusic I WANT ONE. PLEASE PLEASE PLEASE. ... X10101292832 ,4
 haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;),4
@ringorang With your 12 sec raffle winners vid? I could hear the boom de yada...   Catches me this morning. Choked up doesn't measure up.,4
@joycelinkhoo buy for me to ask me to shutupandsitdown?! haha. remember to take picture of your chipmunk face tmr all the best ,4
i knocked out last night as if i got hit by a bus. super bummed i ddnt see @xCarlosx. ,0
"I'm not going to see mom it was cancel  Anyways I'm watching a really great movie, haha...",0
@KatyBird45 threw her beer at me ,0
Just woke up to the boat making all this noise. Looks like we have just ported into galveston. I'm so sad that my crise is over ,0
I got SO excited for this phone coming today. Problem? I'm working 12-4 and 4:30 till whenever. I'm not even gonna get it till tonight ,0
@mccmarianne [[[[[[[[hugs]]]]]]]] yeah it was a tough day ... I just don't see it getting easier  I guess we have to deal the best we can,0
is dumb tite I can't fine my headscarf... I can't go to sleep w/out it! My hair is gonna look madd scruffy tomorrow ,0
"having problems with my blog on wordpress. Not a good start to the Monday morning so far. Plus, guess what........its raining again ",0
I have no reason to try and make myself look decent for the rest of the school year. ,0
"@Denali_Kate Awesome, sorry to leave you hanging!  ))",0
still having a hangover ,0
@cassondra that's was my nest-but &quot;the egg&quot; was infertile ,0
"@NightClub937 Have fun with Brett! Drink a drink for me, i'm on my way to work ",0
"Ugh, I'm a little frustrated right now. I'm in a strange city. Basically been kicked to the curb. Have no clue what 2 do. Can't get stuff ",0
My toast has gone cold and I don't want it anymore.  XD,0
Just landed in providence ,0
@katie5608 @ibbored I wish I had a Wii ,0
feeli like crap!!!!!!!!  just wanna go home,0
@SimonFilmer but i now have a very boring grey colour where once there was pattern &amp; bright colours ,0
Doing an english portfolio! Not getting any sleep tonight ,0
i put on my happy face tonite....although i couldnt help but feel my heart break... ,0
Just now leaving work  - http://bkite.com/086Vt,0
2 days more &amp; i have the long weekend. YaY. My Saturday is booked with chores  Still i got Monday YAY !!!!,0
"my back is as stiff as a freakin' ironing board, i can't stretch it out ",0
"390 kb of 55.1 mb, 1 hour 7 min remaining...sigh. ",0
@brookelovesyoux I am willing to trade this. It is yet another miserable day here... Horrid! ,0
is bored and hating this college work.. i know it will be worth it but i just seem to have no serious motivation ,0
@riandawson Don't goooooooooooooo    It'll take us like 2 years to see ATL again.,0
@ceggs Oh now really. ,0
Nap time is over. ,0
really should go to sleep but i dont want to ,0
@cheryldsouza I can't find you. ,0
that was a half assed worout ,0
bummer! missed out on seeing Bruno for free from see film first.  they only sent the email 3hrs ago and tix already gone ,0
"@Ms_SMooth @The_Block_2009 @_MoJo YAY!!! Although, he woulda had it a lot sooner if I didn't suck.   Sorry Posse.",0
Im sick of seeing the 0 its tauting and mocking me  ,0
Why the hell there is no proper medical database in Indonesia ,0
  installing iTunes 8.2 - iPhone OS 3.0 already installed... but it has to communicate with iTunes first,0
Why am I doomed to be too poor and too far away to attend Comic Con? ,0
OMG my arm is still so sore!  i can hardly type! =[,0
will never be a good road warrior.  I miss my hubby and puppies too much.  Room service is not quite like Tom's cooking ,0
im cruising the big m thank god its friday pity i've got a job pity i got shit to do! ,0
can't sleep. so nervous about tomorrow. ,0
: freshman year is over already?  this sucks! &gt;_&lt;,0
am not feeling too good ,0
Hangin' at the vet with Sierra and her UTI ,0
"@funguynaz it's beautiful out! I love the river, I live like 10 minutes from it but never make it out ",0
 I'm terrified of spiders and never realized it until tonight.,0
Sad cuz I got free tickets to the @jonasbrothers concert tomorrow in Tulsa but can't go cuz I have to go back home for work ,0
@caituhhthedino i wish  i have another exam today D;,0
@SophieBaron woaw 3 shows! well none cuz i don't live in d US ,0
@jerbrochill I had the same reaction when I got my rejection from Yale ,0
@bhuto dude why were u waiting for @d7y U could have told me naaa.  Anyways @bhavis likes plp more then ppl ;),0
there was a kid called Jazzie in the disney store. I was cute. And blonde. ,4
going to sleep now my dears.  Im going to church in the morning.  Shall be lovely.  ,4
Needs to get my sleeping pattern back to normal. Even though college doesnt start til next Monday ,4
And now the leg is shaved  getting dressed now. Is it weird that i picked out 3 options for today?,4
@SwissTwist Thanks  Its just the stress of it all you know! How are you?,4
@Hollywelch good mornin 2 u too            #hoppusday (ignore that please),4
@rosamt05  Your brother would have loved to have seen that. ,4
Don't we all love bank holidays ,4
"@seetiggerbounce White House Correspondents Dinner, funny stuff for political junkies. #whcd   I'm a recovering addict.",4
i can't wait. 2 more days till happiness. ,4
@SheilaUlrich @shannontalford @Jfavreau @MPMEleanor @JimSutton5 @ptnetwork @tdbriz @TomDuong @cmalesic  THANKS SO MUCH for the re-tweets! ,4
It's Metallica day ,4
haha i changed my picture but i think ima change it change it back ,4
Drinks with @erinlanglois and @emmaleahrose ,4
awkward balloon ,4
@residentartist The younger one liked her celery anyway. ,4
@x__claireyy__x he can play acoustic drums ,4
@ozsultan almost became an exception to my &quot;no celebrities&quot; pseudorule. but nahhhh. ,4
"I feel dirty -just followed 20 new p/l. But guess what! I found a diamond in the rough, @ooochie. Sorry for being sexist. Hello @ooochie ",4
moving to the center of the .. city .. soon ,4
@bshermcincy We scored a 525 - and Bacon is DEFINITELY the answer. ,4
@dranupama Tyvm!  for the#followfriday mention! ,4
listening to I WANNA KNOW YOU by miley and @DavidArchie  and i quit i quit i quit by the click five!,4
@ViewsNews Now he's liberated to be a jackass on the privacy of his OWN home...not the one we own!!! ,4
@MrHudson Radisson? We're there tomorrow after the gig ,4
@joondashbug Thanks ,4
45 more minutes of work; then its my weekend!!! ,4
oh how i miss the summer of 07  i hate being away at school. i miss my friends.......,0
"Sending my better half off to work, then it will be time for me to go....Mondays  ",0
funny website but sill bored ,0
Finally done with dinner.missed navy cis and thanks 2 sandra I'm going 2 miss menthalist ,0
"Boo, just tried searching for a few times and the search was polluted with spam ",0
McFly is gone off the trending topics  (N),0
"SungMin is a new hair TT^TT, KangIn is a new hair  but your hair is so bad   but i'm watching the movie &quot;Hello, School Girl&quot; is so good",0
So now not only is my laptop fecked seems pc is pretty much shagged too ,0
"I had a good week at work. Very hard and exhausting, but a good crew so fun too. Back to the 'others' next week. Oh well ",0
@aliwise is tweeting so much that she's not even paying attention to me! ,0
